filepath,filename,relative_path,dataset_source,split_partition,class_label,extension,width,height,channels,color_mode,size_kb
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\rust-62-_jpeg.rf.bd99cf2991965aea596ffb3e803005e1.jpg,rust-62-_jpeg.rf.bd99cf2991965aea596ffb3e803005e1.jpg,roboflow_sugarcane\test\rust-62-_jpeg.rf.bd99cf2991965aea596ffb3e803005e1.jpg,roboflow_sugarcane,test,RUST,.jpg,640,640,3,RGB,49.74
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\rust-78-_jpeg.rf.206aee6894c32cfc4fc382c1554760d5.jpg,rust-78-_jpeg.rf.206aee6894c32cfc4fc382c1554760d5.jpg,roboflow_sugarcane\test\rust-78-_jpeg.rf.206aee6894c32cfc4fc382c1554760d5.jpg,roboflow_sugarcane,test,RUST,.jpg,640,640,3,RGB,41.33
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\rust-93-_jpeg.rf.b9465b1cd078bf67798cb7267841246d.jpg,rust-93-_jpeg.rf.b9465b1cd078bf67798cb7267841246d.jpg,roboflow_sugarcane\test\rust-93-_jpeg.rf.b9465b1cd078bf67798cb7267841246d.jpg,roboflow_sugarcane,test,RUST,.jpg,640,640,3,RGB,57.95
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-103-_jpeg.rf.2ae2509a15b304fad06f7d8245bfadad.jpg,yellow-103-_jpeg.rf.2ae2509a15b304fad06f7d8245bfadad.jpg,roboflow_sugarcane\test\yellow-103-_jpeg.rf.2ae2509a15b304fad06f7d8245bfadad.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,76.15
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-113-_jpeg.rf.8078b71aac257f1b6493cbfcb59f1d92.jpg,yellow-113-_jpeg.rf.8078b71aac257f1b6493cbfcb59f1d92.jpg,roboflow_sugarcane\test\yellow-113-_jpeg.rf.8078b71aac257f1b6493cbfcb59f1d92.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,48.53
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-124-_jpeg.rf.518a5c45cb24ce45c75e5c8cc7f33a00.jpg,yellow-124-_jpeg.rf.518a5c45cb24ce45c75e5c8cc7f33a00.jpg,roboflow_sugarcane\test\yellow-124-_jpeg.rf.518a5c45cb24ce45c75e5c8cc7f33a00.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,56.81
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-131-_jpeg.rf.6654478dd0d875b202fdf479bc2a85bf.jpg,yellow-131-_jpeg.rf.6654478dd0d875b202fdf479bc2a85bf.jpg,roboflow_sugarcane\test\yellow-131-_jpeg.rf.6654478dd0d875b202fdf479bc2a85bf.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,39.52
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-154-_jpeg.rf.abbe41ba1644c69da456f0cf7d80cce4.jpg,yellow-154-_jpeg.rf.abbe41ba1644c69da456f0cf7d80cce4.jpg,roboflow_sugarcane\test\yellow-154-_jpeg.rf.abbe41ba1644c69da456f0cf7d80cce4.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,24.21
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-162-_jpeg.rf.8a2e0b3fd563c8a28918364942377a2d.jpg,yellow-162-_jpeg.rf.8a2e0b3fd563c8a28918364942377a2d.jpg,roboflow_sugarcane\test\yellow-162-_jpeg.rf.8a2e0b3fd563c8a28918364942377a2d.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,42.26
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-169-_jpeg.rf.e8df33b2730693264e265bc0084ed36e.jpg,yellow-169-_jpeg.rf.e8df33b2730693264e265bc0084ed36e.jpg,roboflow_sugarcane\test\yellow-169-_jpeg.rf.e8df33b2730693264e265bc0084ed36e.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,37.71
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-180-_jpeg.rf.05d3beea8d9c2316b5f2d573e5a1d1bc.jpg,yellow-180-_jpeg.rf.05d3beea8d9c2316b5f2d573e5a1d1bc.jpg,roboflow_sugarcane\test\yellow-180-_jpeg.rf.05d3beea8d9c2316b5f2d573e5a1d1bc.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,27.58
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-207-_jpeg.rf.94723509a448adefa07eb0c7fb301347.jpg,yellow-207-_jpeg.rf.94723509a448adefa07eb0c7fb301347.jpg,roboflow_sugarcane\test\yellow-207-_jpeg.rf.94723509a448adefa07eb0c7fb301347.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,33.95
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-209-_jpeg.rf.63972a1a616bfc9cd7d2aa940010f161.jpg,yellow-209-_jpeg.rf.63972a1a616bfc9cd7d2aa940010f161.jpg,roboflow_sugarcane\test\yellow-209-_jpeg.rf.63972a1a616bfc9cd7d2aa940010f161.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,48.46
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-219-_jpeg.rf.f259c9623c7340259a4f85d85063186e.jpg,yellow-219-_jpeg.rf.f259c9623c7340259a4f85d85063186e.jpg,roboflow_sugarcane\test\yellow-219-_jpeg.rf.f259c9623c7340259a4f85d85063186e.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,31.5
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-231-_jpeg.rf.36a5e6c9ce73165debb5a6c5919fa9b1.jpg,yellow-231-_jpeg.rf.36a5e6c9ce73165debb5a6c5919fa9b1.jpg,roboflow_sugarcane\test\yellow-231-_jpeg.rf.36a5e6c9ce73165debb5a6c5919fa9b1.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,36.46
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-247-_jpeg.rf.b06024768a84ba69b49f22012a745733.jpg,yellow-247-_jpeg.rf.b06024768a84ba69b49f22012a745733.jpg,roboflow_sugarcane\test\yellow-247-_jpeg.rf.b06024768a84ba69b49f22012a745733.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,36.83
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-255-_jpeg.rf.74da59015579d5d44291098ea65cf35b.jpg,yellow-255-_jpeg.rf.74da59015579d5d44291098ea65cf35b.jpg,roboflow_sugarcane\test\yellow-255-_jpeg.rf.74da59015579d5d44291098ea65cf35b.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,39.66
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-256-_jpeg.rf.acfe3f8ab98000ada0ea8781d11dbfe6.jpg,yellow-256-_jpeg.rf.acfe3f8ab98000ada0ea8781d11dbfe6.jpg,roboflow_sugarcane\test\yellow-256-_jpeg.rf.acfe3f8ab98000ada0ea8781d11dbfe6.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,41.38
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-26-_jpeg.rf.a304ff496ef5ce583ed565543a43d094.jpg,yellow-26-_jpeg.rf.a304ff496ef5ce583ed565543a43d094.jpg,roboflow_sugarcane\test\yellow-26-_jpeg.rf.a304ff496ef5ce583ed565543a43d094.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,70.58
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-267-_jpeg.rf.5469d33d4fdbf12360e09db6c71057ee.jpg,yellow-267-_jpeg.rf.5469d33d4fdbf12360e09db6c71057ee.jpg,roboflow_sugarcane\test\yellow-267-_jpeg.rf.5469d33d4fdbf12360e09db6c71057ee.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,39.36
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-287-_jpeg.rf.fc944c305844d9f66537eb337683d42b.jpg,yellow-287-_jpeg.rf.fc944c305844d9f66537eb337683d42b.jpg,roboflow_sugarcane\test\yellow-287-_jpeg.rf.fc944c305844d9f66537eb337683d42b.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,34.79
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-289-_jpeg.rf.3397d3190a0b34c76ac385200825f206.jpg,yellow-289-_jpeg.rf.3397d3190a0b34c76ac385200825f206.jpg,roboflow_sugarcane\test\yellow-289-_jpeg.rf.3397d3190a0b34c76ac385200825f206.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,37.91
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-291-_jpeg.rf.d8771aeb2180e7edf26b64c30a01c4ae.jpg,yellow-291-_jpeg.rf.d8771aeb2180e7edf26b64c30a01c4ae.jpg,roboflow_sugarcane\test\yellow-291-_jpeg.rf.d8771aeb2180e7edf26b64c30a01c4ae.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,33.64
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-334-_jpeg.rf.c62ba7aefeeb98fbdbbbc09f42744258.jpg,yellow-334-_jpeg.rf.c62ba7aefeeb98fbdbbbc09f42744258.jpg,roboflow_sugarcane\test\yellow-334-_jpeg.rf.c62ba7aefeeb98fbdbbbc09f42744258.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,35.84
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-336-_jpeg.rf.3be682d6a7bac9d7985e34e6c08c5528.jpg,yellow-336-_jpeg.rf.3be682d6a7bac9d7985e34e6c08c5528.jpg,roboflow_sugarcane\test\yellow-336-_jpeg.rf.3be682d6a7bac9d7985e34e6c08c5528.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,27.58
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-350-_jpeg.rf.1e072dbf8d33c3c1491d28a7a0829235.jpg,yellow-350-_jpeg.rf.1e072dbf8d33c3c1491d28a7a0829235.jpg,roboflow_sugarcane\test\yellow-350-_jpeg.rf.1e072dbf8d33c3c1491d28a7a0829235.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,45.09
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-354-_jpeg.rf.c1b2c96f277f4c38c95d902a0616b0d5.jpg,yellow-354-_jpeg.rf.c1b2c96f277f4c38c95d902a0616b0d5.jpg,roboflow_sugarcane\test\yellow-354-_jpeg.rf.c1b2c96f277f4c38c95d902a0616b0d5.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,42.54
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-361-_jpeg.rf.50a055a5e7bb6c2a93edb31cbe93262f.jpg,yellow-361-_jpeg.rf.50a055a5e7bb6c2a93edb31cbe93262f.jpg,roboflow_sugarcane\test\yellow-361-_jpeg.rf.50a055a5e7bb6c2a93edb31cbe93262f.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,35.12
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-368-_jpeg.rf.179564ff57a21ce7040d3e2be5e7c2a1.jpg,yellow-368-_jpeg.rf.179564ff57a21ce7040d3e2be5e7c2a1.jpg,roboflow_sugarcane\test\yellow-368-_jpeg.rf.179564ff57a21ce7040d3e2be5e7c2a1.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,24.23
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-38-_jpeg.rf.69e8d369e9cca50d432ee4d0c5f424fe.jpg,yellow-38-_jpeg.rf.69e8d369e9cca50d432ee4d0c5f424fe.jpg,roboflow_sugarcane\test\yellow-38-_jpeg.rf.69e8d369e9cca50d432ee4d0c5f424fe.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,57.87
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-389-_jpeg.rf.13de6b838730ec45bf216cfe459e3613.jpg,yellow-389-_jpeg.rf.13de6b838730ec45bf216cfe459e3613.jpg,roboflow_sugarcane\test\yellow-389-_jpeg.rf.13de6b838730ec45bf216cfe459e3613.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,35.88
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-405-_jpeg.rf.cb1259e1bd204ce8e8d6fc112ef3c3d2.jpg,yellow-405-_jpeg.rf.cb1259e1bd204ce8e8d6fc112ef3c3d2.jpg,roboflow_sugarcane\test\yellow-405-_jpeg.rf.cb1259e1bd204ce8e8d6fc112ef3c3d2.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,32.23
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-43-_jpeg.rf.f5f1a69f495cac89400edd87baab6626.jpg,yellow-43-_jpeg.rf.f5f1a69f495cac89400edd87baab6626.jpg,roboflow_sugarcane\test\yellow-43-_jpeg.rf.f5f1a69f495cac89400edd87baab6626.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,55.93
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-434-_jpeg.rf.e357a695b3e7a17856ed8c464a8c3c9c.jpg,yellow-434-_jpeg.rf.e357a695b3e7a17856ed8c464a8c3c9c.jpg,roboflow_sugarcane\test\yellow-434-_jpeg.rf.e357a695b3e7a17856ed8c464a8c3c9c.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,29.08
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-442-_jpeg.rf.e41c74466c792f01f924adac0e6a2286.jpg,yellow-442-_jpeg.rf.e41c74466c792f01f924adac0e6a2286.jpg,roboflow_sugarcane\test\yellow-442-_jpeg.rf.e41c74466c792f01f924adac0e6a2286.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,34.02
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-451-_jpeg.rf.ff08fe9c85badfa94c7f7f973df7944a.jpg,yellow-451-_jpeg.rf.ff08fe9c85badfa94c7f7f973df7944a.jpg,roboflow_sugarcane\test\yellow-451-_jpeg.rf.ff08fe9c85badfa94c7f7f973df7944a.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,52.88
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-464-_jpeg.rf.2ade7f37097425235fe2429dab21b2e9.jpg,yellow-464-_jpeg.rf.2ade7f37097425235fe2429dab21b2e9.jpg,roboflow_sugarcane\test\yellow-464-_jpeg.rf.2ade7f37097425235fe2429dab21b2e9.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,34.6
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-469-_jpeg.rf.81f5ae535990b70f1f45b496c7da597a.jpg,yellow-469-_jpeg.rf.81f5ae535990b70f1f45b496c7da597a.jpg,roboflow_sugarcane\test\yellow-469-_jpeg.rf.81f5ae535990b70f1f45b496c7da597a.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,29.24
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-470-_jpeg.rf.966b92539611bafb3c2acc078c3780a0.jpg,yellow-470-_jpeg.rf.966b92539611bafb3c2acc078c3780a0.jpg,roboflow_sugarcane\test\yellow-470-_jpeg.rf.966b92539611bafb3c2acc078c3780a0.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,35.19
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-478-_jpeg.rf.1a2da3b9405930da3767500f685d9c2a.jpg,yellow-478-_jpeg.rf.1a2da3b9405930da3767500f685d9c2a.jpg,roboflow_sugarcane\test\yellow-478-_jpeg.rf.1a2da3b9405930da3767500f685d9c2a.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,33.81
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-485-_jpeg.rf.878b845d5872d7464091cb3b9982cbf7.jpg,yellow-485-_jpeg.rf.878b845d5872d7464091cb3b9982cbf7.jpg,roboflow_sugarcane\test\yellow-485-_jpeg.rf.878b845d5872d7464091cb3b9982cbf7.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,32.83
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-502-_jpeg.rf.ff70c922d82495209e2c14897e231dca.jpg,yellow-502-_jpeg.rf.ff70c922d82495209e2c14897e231dca.jpg,roboflow_sugarcane\test\yellow-502-_jpeg.rf.ff70c922d82495209e2c14897e231dca.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,31.46
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-55-_jpeg.rf.5a761dd03e0eb104443ea62006ac75d0.jpg,yellow-55-_jpeg.rf.5a761dd03e0eb104443ea62006ac75d0.jpg,roboflow_sugarcane\test\yellow-55-_jpeg.rf.5a761dd03e0eb104443ea62006ac75d0.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,47.34
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-87-_jpeg.rf.40a0d6c78bbce1baf1c948fcb18fe3e2.jpg,yellow-87-_jpeg.rf.40a0d6c78bbce1baf1c948fcb18fe3e2.jpg,roboflow_sugarcane\test\yellow-87-_jpeg.rf.40a0d6c78bbce1baf1c948fcb18fe3e2.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,48.45
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\test\yellow-99-_jpeg.rf.1d422c7efd549f77fb515894d415defd.jpg,yellow-99-_jpeg.rf.1d422c7efd549f77fb515894d415defd.jpg,roboflow_sugarcane\test\yellow-99-_jpeg.rf.1d422c7efd549f77fb515894d415defd.jpg,roboflow_sugarcane,test,YELLOW LEAF,.jpg,640,640,3,RGB,49.12
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-1-_jpeg.rf.0891af8b8c66453a32788c7012618260.jpg,healthy-1-_jpeg.rf.0891af8b8c66453a32788c7012618260.jpg,roboflow_sugarcane\train\healthy-1-_jpeg.rf.0891af8b8c66453a32788c7012618260.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,68.98
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-1-_jpeg.rf.34b8448b96ce392fb297e947a37b5cce.jpg,healthy-1-_jpeg.rf.34b8448b96ce392fb297e947a37b5cce.jpg,roboflow_sugarcane\train\healthy-1-_jpeg.rf.34b8448b96ce392fb297e947a37b5cce.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,58.92
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-1-_jpeg.rf.3ffc183643bfe6bf40f68f520bb81452.jpg,healthy-1-_jpeg.rf.3ffc183643bfe6bf40f68f520bb81452.jpg,roboflow_sugarcane\train\healthy-1-_jpeg.rf.3ffc183643bfe6bf40f68f520bb81452.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,51.17
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-10-_jpeg.rf.4685c38ccb94d9de5ad75729ae4a9936.jpg,healthy-10-_jpeg.rf.4685c38ccb94d9de5ad75729ae4a9936.jpg,roboflow_sugarcane\train\healthy-10-_jpeg.rf.4685c38ccb94d9de5ad75729ae4a9936.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,62.47
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-10-_jpeg.rf.557f6df78a59ee53eebc19ab2d54e4e8.jpg,healthy-10-_jpeg.rf.557f6df78a59ee53eebc19ab2d54e4e8.jpg,roboflow_sugarcane\train\healthy-10-_jpeg.rf.557f6df78a59ee53eebc19ab2d54e4e8.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,38.87
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-10-_jpeg.rf.c23bcec52bfa639ed8be600cbb263c0c.jpg,healthy-10-_jpeg.rf.c23bcec52bfa639ed8be600cbb263c0c.jpg,roboflow_sugarcane\train\healthy-10-_jpeg.rf.c23bcec52bfa639ed8be600cbb263c0c.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,35.64
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-100-_jpeg.rf.3398042e5d3b7567b3f9a7f35abe53a1.jpg,healthy-100-_jpeg.rf.3398042e5d3b7567b3f9a7f35abe53a1.jpg,roboflow_sugarcane\train\healthy-100-_jpeg.rf.3398042e5d3b7567b3f9a7f35abe53a1.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,50.65
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-100-_jpeg.rf.6be6be1681dfcd7dfa18d5d51856a70c.jpg,healthy-100-_jpeg.rf.6be6be1681dfcd7dfa18d5d51856a70c.jpg,roboflow_sugarcane\train\healthy-100-_jpeg.rf.6be6be1681dfcd7dfa18d5d51856a70c.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,36.57
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-100-_jpeg.rf.7a34cd86ff4a9642c0d5fe1d1b38d186.jpg,healthy-100-_jpeg.rf.7a34cd86ff4a9642c0d5fe1d1b38d186.jpg,roboflow_sugarcane\train\healthy-100-_jpeg.rf.7a34cd86ff4a9642c0d5fe1d1b38d186.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,22.65
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-103-_jpeg.rf.295b3d1cc6d2a3082ce758e616eca94c.jpg,healthy-103-_jpeg.rf.295b3d1cc6d2a3082ce758e616eca94c.jpg,roboflow_sugarcane\train\healthy-103-_jpeg.rf.295b3d1cc6d2a3082ce758e616eca94c.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,38.14
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-103-_jpeg.rf.2db834c1e5b38769c1e08dd14027e392.jpg,healthy-103-_jpeg.rf.2db834c1e5b38769c1e08dd14027e392.jpg,roboflow_sugarcane\train\healthy-103-_jpeg.rf.2db834c1e5b38769c1e08dd14027e392.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,77.2
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-103-_jpeg.rf.98cbf75010072ce167ecf5a09c268a33.jpg,healthy-103-_jpeg.rf.98cbf75010072ce167ecf5a09c268a33.jpg,roboflow_sugarcane\train\healthy-103-_jpeg.rf.98cbf75010072ce167ecf5a09c268a33.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,65.14
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-104-_jpeg.rf.280d03d1ba3a1abdae502b7a2484d568.jpg,healthy-104-_jpeg.rf.280d03d1ba3a1abdae502b7a2484d568.jpg,roboflow_sugarcane\train\healthy-104-_jpeg.rf.280d03d1ba3a1abdae502b7a2484d568.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,27.8
C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\healthy-104-_jpeg.rf.9999d566977f172e06547d5d884c9489.jpg,healthy-104-_jpeg.rf.9999d566977f172e06547d5d884c9489.jpg,roboflow_sugarcane\train\healthy-104-_jpeg.rf.9999d566977f172e06547d5d884c9489.jpg,roboflow_sugarcane,train,HEALTHY,.jpg,640,640,3,RGB,37.04
