sample_id,filepath,filename,relative_path,dataset_source,split_partition,class_label,extension,width,height,channels,color_mode,size_kb,target_binary,target_multiclass,mean_hue,std_saturation,exg_index,exr_index,glcm_contrast,glcm_homogeneity,laplacian_var,rg_ratio,indice_clorose_necrose,hue_dispersion,glcm_dissimilarity,glcm_energy,indice_rugosidade_pustula,total_pixels,resolution_mp,aspect_ratio,size_kb_bin,laplacian_var_bin,resolution_bin,aspect_ratio_bin
f8e97a26-fc20-4dd2-bfed-8baf639ceb8e,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-313-_jpeg.rf.7b2c4289f27857130f3506c2a2093a53.jpg,mosaic-313-_jpeg.rf.7b2c4289f27857130f3506c2a2093a53.jpg,roboflow_sugarcane\train\mosaic-313-_jpeg.rf.7b2c4289f27857130f3506c2a2093a53.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,40.66,1,3,42.76,0.3339,24.09,-1.11,28.76,0.6864,160.45,0.748,2.2395209580838324,14.277563999999998,2.218068585413896,0.6864,92.80135658496313,409600,0.41,1.0,0,2,0,0
25955276-9821-4d8d-8a32-575ea9862373,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-313-_jpeg.rf.f54ed067ca2daa8b50c8df27f2a92c62.jpg,mosaic-313-_jpeg.rf.f54ed067ca2daa8b50c8df27f2a92c62.jpg,roboflow_sugarcane\train\mosaic-313-_jpeg.rf.f54ed067ca2daa8b50c8df27f2a92c62.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,71.85,1,3,51.78,0.2315,3.9,15.6,25.53,0.6804,140.53,1.117,4.822970639032815,11.987070000000001,2.120122167423378,0.6804,79.43457430924397,409600,0.41,1.0,2,1,0,0
a8897ed3-e018-4027-9419-fe1cee012751,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-314-_jpeg.rf.5d471ef5a2c96b4a1ab9442b0311f8d2.jpg,mosaic-314-_jpeg.rf.5d471ef5a2c96b4a1ab9442b0311f8d2.jpg,roboflow_sugarcane\train\mosaic-314-_jpeg.rf.5d471ef5a2c96b4a1ab9442b0311f8d2.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,37.01,1,3,57.67,0.2389,23.29,-1.4,36.69,0.6089,171.33,0.7531,3.1510460251046024,13.777363000000001,2.9747042230951304,0.6089,178.95048031703612,409600,0.41,1.0,0,3,0,0
e44603d9-8221-48d0-ad18-c899231bd681,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-314-_jpeg.rf.c1eba8602153110e9ecd027dd365ec97.jpg,mosaic-314-_jpeg.rf.c1eba8602153110e9ecd027dd365ec97.jpg,roboflow_sugarcane\train\mosaic-314-_jpeg.rf.c1eba8602153110e9ecd027dd365ec97.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,64.8,1,3,47.63,0.2389,29.36,9.86,28.63,0.6387,159.02,0.8049999999999999,3.3682008368200838,11.378807,2.4682783199428706,0.6387,110.46867015783083,409600,0.41,1.0,2,2,0,0
172eb458-d638-4701-b67a-17c1f88c2cf2,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-314-_jpeg.rf.dacc93694de1fb2839b2eea38af00852.jpg,mosaic-314-_jpeg.rf.dacc93694de1fb2839b2eea38af00852.jpg,roboflow_sugarcane\train\mosaic-314-_jpeg.rf.dacc93694de1fb2839b2eea38af00852.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,32.51,1,3,50.7,0.1653,27.16,-9.08,17.12,0.7057,94.35,0.6376,3.8548972188633615,8.38071,1.6314683658594185,0.7057,39.52276556319972,409600,0.41,1.0,0,0,0,0
f5f12b4f-a584-46d1-8808-01614d50ee0b,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-315-_jpeg.rf.031278374c663332a91371be06e7ef3c.jpg,mosaic-315-_jpeg.rf.031278374c663332a91371be06e7ef3c.jpg,roboflow_sugarcane\train\mosaic-315-_jpeg.rf.031278374c663332a91371be06e7ef3c.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,31.53,1,3,64.6,0.1934,12.83,13.92,24.7,0.7256,85.87,1.0109,5.224289405684755,12.493639999999997,1.860734100294828,0.7256,63.2536915459431,409600,0.41,1.0,0,0,0,0
b0bc558d-a998-46d3-b997-f30c56d29fee,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-315-_jpeg.rf.11dc3e8d4fbc8e9b339444b13878b7d2.jpg,mosaic-315-_jpeg.rf.11dc3e8d4fbc8e9b339444b13878b7d2.jpg,roboflow_sugarcane\train\mosaic-315-_jpeg.rf.11dc3e8d4fbc8e9b339444b13878b7d2.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,61.64,1,3,53.68,0.2055,24.99,5.59,27.21,0.6964,166.04,0.806,3.92023346303502,11.031239999999999,2.105306970871469,0.6964,82.14138611616386,409600,0.41,1.0,1,2,0,0
b20b47f9-4e5d-493c-af4e-614096a967c9,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-315-_jpeg.rf.7ffaa3a2ed8256ffd1868f4001af8892.jpg,mosaic-315-_jpeg.rf.7ffaa3a2ed8256ffd1868f4001af8892.jpg,roboflow_sugarcane\train\mosaic-315-_jpeg.rf.7ffaa3a2ed8256ffd1868f4001af8892.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,37.88,1,3,50.41,0.2972,25.63,15.33,25.76,0.6967,174.61,0.897,3.0171543895055497,14.981852,2.0469213288253174,0.6967,75.57502283293705,409600,0.41,1.0,0,3,0,0
fa2184a6-4a06-49bc-a6ff-18990b79ee45,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-316-_jpeg.rf.33a1eaec1ba5e52aabc64a859ed6f01f.jpg,mosaic-316-_jpeg.rf.33a1eaec1ba5e52aabc64a859ed6f01f.jpg,roboflow_sugarcane\train\mosaic-316-_jpeg.rf.33a1eaec1ba5e52aabc64a859ed6f01f.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,72.16,1,3,36.5,0.1421,33.65,-0.73,30.84,0.8227,159.3,0.6562000000000001,4.614627285513363,5.18665,1.5399515393673926,0.8227,57.6570419741294,409600,0.41,1.0,2,2,0,0
7b09a98a-39ae-4ff3-b748-563960cfd5fd,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-316-_jpeg.rf.5a1fe5e48b33a37ce83d667faabc21b7.jpg,mosaic-316-_jpeg.rf.5a1fe5e48b33a37ce83d667faabc21b7.jpg,roboflow_sugarcane\train\mosaic-316-_jpeg.rf.5a1fe5e48b33a37ce83d667faabc21b7.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,60.62,1,3,56.05,0.1636,22.93,6.71,22.95,0.7767,115.95,0.8378,5.117898594990837,9.16978,1.5488060968048911,0.7767,45.70541329776553,409600,0.41,1.0,1,0,0,0
ee5d6125-eefd-45ff-a938-712b1defb5b3,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-316-_jpeg.rf.695369c59eb0c261bcc1a8bbbbf01e72.jpg,mosaic-316-_jpeg.rf.695369c59eb0c261bcc1a8bbbbf01e72.jpg,roboflow_sugarcane\train\mosaic-316-_jpeg.rf.695369c59eb0c261bcc1a8bbbbf01e72.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,40.14,1,3,51.96,0.1819,28.21,17.15,26.03,0.6487,183.96,0.8894,4.886813186813186,9.451524000000001,2.3025147319181265,0.6487,92.24943585012903,409600,0.41,1.0,0,3,0,0
48bebb83-5ca9-47ec-9eda-665d4c3ea843,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-317-_jpeg.rf.30766fa6c1d76270a2068bdf44d6129b.jpg,mosaic-317-_jpeg.rf.30766fa6c1d76270a2068bdf44d6129b.jpg,roboflow_sugarcane\train\mosaic-317-_jpeg.rf.30766fa6c1d76270a2068bdf44d6129b.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,61.94,1,3,63.4,0.1663,16.5,4.79,31.35,0.8154,157.27,0.8829,5.305889423076923,10.54342,1.593505872596647,0.8154,61.19109395627742,409600,0.41,1.0,1,2,0,0
beb269c2-de34-4d5d-a127-2c58133418c9,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-317-_jpeg.rf.93385a8cbb59f37187263fed8a2e2f27.jpg,mosaic-317-_jpeg.rf.93385a8cbb59f37187263fed8a2e2f27.jpg,roboflow_sugarcane\train\mosaic-317-_jpeg.rf.93385a8cbb59f37187263fed8a2e2f27.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,88.4,1,3,48.56,0.1271,13.18,8.44,17.5,0.7403,172.62,0.9526,7.488993710691825,6.171976,1.5047330577215354,0.7403,35.52249900192482,409600,0.41,1.0,3,3,0,0
a8fbd88c-f3a1-4af8-8288-d65c4c686676,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-317-_jpeg.rf.fc187227a197aa2f4c523a0f13f40a6c.jpg,mosaic-317-_jpeg.rf.fc187227a197aa2f4c523a0f13f40a6c.jpg,roboflow_sugarcane\train\mosaic-317-_jpeg.rf.fc187227a197aa2f4c523a0f13f40a6c.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,39.23,1,3,26.2,0.0648,26.91,10.59,20.16,0.7977,161.69,0.8368,12.893682588597843,1.69776,1.3573236336261156,0.7977,34.26022843859083,409600,0.41,1.0,0,2,0,0
897c11c0-cdb1-4139-b8d5-2d5e968dd7c1,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-318-_jpeg.rf.25552b6fa5d7afc47b8024a560a868fe.jpg,mosaic-318-_jpeg.rf.25552b6fa5d7afc47b8024a560a868fe.jpg,roboflow_sugarcane\train\mosaic-318-_jpeg.rf.25552b6fa5d7afc47b8024a560a868fe.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,35.16,1,3,27.6,0.1087,27.03,-7.42,37.45,0.7279,128.34,0.6555,6.024816176470588,3.0001200000000003,2.277118234633416,0.7279,116.99557948555555,409600,0.41,1.0,0,1,0,0
953c4e35-f208-4aa6-8715-40cc5d467cbc,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-318-_jpeg.rf.a35211b8cb68d4b0870f167d3e6c120b.jpg,mosaic-318-_jpeg.rf.a35211b8cb68d4b0870f167d3e6c120b.jpg,roboflow_sugarcane\train\mosaic-318-_jpeg.rf.a35211b8cb68d4b0870f167d3e6c120b.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,48.34,1,3,56.83,0.255,14.92,0.83,23.73,0.6312,142.82,0.8591,3.3676989415915326,14.49165,2.2836864345176644,0.6312,85.71951770184147,409600,0.41,1.0,1,1,0,0
7fb10b48-fadc-41b1-a486-e838bf2ce03a,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-318-_jpeg.rf.dbf3c8249213cd69cf310e109c2d90af.jpg,mosaic-318-_jpeg.rf.dbf3c8249213cd69cf310e109c2d90af.jpg,roboflow_sugarcane\train\mosaic-318-_jpeg.rf.dbf3c8249213cd69cf310e109c2d90af.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,81.4,1,3,41.16,0.1996,10.31,14.1,31.01,0.7238,135.61,1.0379,5.197295943915874,8.215536,2.0949307636291947,0.7238,89.62997099909126,409600,0.41,1.0,3,1,0,0
aa518b22-2bf7-4735-9e96-6c4d685a70b9,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-319-_jpeg.rf.2caa89c228e5eb9ba677e3edff541497.jpg,mosaic-319-_jpeg.rf.2caa89c228e5eb9ba677e3edff541497.jpg,roboflow_sugarcane\train\mosaic-319-_jpeg.rf.2caa89c228e5eb9ba677e3edff541497.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,54.86,1,3,53.24,0.2418,20.99,-11.38,32.43,0.6504,200.83,0.6763,2.7957833815626296,12.873432,2.560352590718709,0.6504,127.46735418637971,409600,0.41,1.0,1,3,0,0
481461fb-b1c2-4c08-ac28-4129cd138762,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-319-_jpeg.rf.41a8188ce090d9ca69c993eb8fab86ba.jpg,mosaic-319-_jpeg.rf.41a8188ce090d9ca69c993eb8fab86ba.jpg,roboflow_sugarcane\train\mosaic-319-_jpeg.rf.41a8188ce090d9ca69c993eb8fab86ba.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,59.08,1,3,49.37,0.1709,20.35,13.94,18.21,0.7378,152.02,0.9359,5.473099415204678,8.437332999999999,1.5456224559704097,0.7378,38.09662279807954,409600,0.41,1.0,1,2,0,0
142a9af1-52e0-40bf-94c7-dcdac71a55f3,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-319-_jpeg.rf.f0972403ee010be324ddbacb571a0cfb.jpg,mosaic-319-_jpeg.rf.f0972403ee010be324ddbacb571a0cfb.jpg,roboflow_sugarcane\train\mosaic-319-_jpeg.rf.f0972403ee010be324ddbacb571a0cfb.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,34.38,1,3,46.0,0.1951,21.87,0.29,20.84,0.5764,157.62,0.7842,4.017418032786885,8.9746,2.3902784453699115,0.5764,86.27191340753197,409600,0.41,1.0,0,2,0,0
7b3565b4-f397-4ef9-a595-52d4faa88bcc,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-32-_jpeg.rf.1e75cc8dd9b2a9ab14e4c05c68a8c395.jpg,mosaic-32-_jpeg.rf.1e75cc8dd9b2a9ab14e4c05c68a8c395.jpg,roboflow_sugarcane\train\mosaic-32-_jpeg.rf.1e75cc8dd9b2a9ab14e4c05c68a8c395.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,73.48,1,3,46.84,0.2807,27.09,21.44,26.05,0.7063,142.4,0.9435,3.360042735042735,13.147988000000002,2.009413328436935,0.7063,74.00709346215488,409600,0.41,1.0,2,1,0,0
193ab5e6-1cf4-4a25-bc63-37bd4fbfd5b8,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-32-_jpeg.rf.73e915d0619dbea1b84bd48fb61ee798.jpg,mosaic-32-_jpeg.rf.73e915d0619dbea1b84bd48fb61ee798.jpg,roboflow_sugarcane\train\mosaic-32-_jpeg.rf.73e915d0619dbea1b84bd48fb61ee798.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,38.7,1,3,37.62,0.2776,28.23,8.5,21.95,0.7074,103.06,0.8027,2.890529348217501,10.443312,1.8393634719652343,0.7074,56.99326398875902,409600,0.41,1.0,0,0,0,0
6d844384-80d6-46db-afd9-ee199c0eae89,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-32-_jpeg.rf.7722aa48f98f748ee89060b23bcc1688.jpg,mosaic-32-_jpeg.rf.7722aa48f98f748ee89060b23bcc1688.jpg,roboflow_sugarcane\train\mosaic-32-_jpeg.rf.7722aa48f98f748ee89060b23bcc1688.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,38.11,1,3,47.81,0.2471,20.06,-1.4,28.41,0.7589,113.49,0.7854,3.1771844660194177,11.813851,1.8180981975954984,0.7589,67.97232503446257,409600,0.41,1.0,0,0,0,0
b8216bb2-38fa-4c41-abdf-fa2edc36fd1c,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-323-_jpeg.rf.92721c8028e585e00b9eb06fa9ab00e5.jpg,mosaic-323-_jpeg.rf.92721c8028e585e00b9eb06fa9ab00e5.jpg,roboflow_sugarcane\train\mosaic-323-_jpeg.rf.92721c8028e585e00b9eb06fa9ab00e5.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,40.64,1,3,40.99,0.2101,12.04,12.84,29.16,0.7473,139.2,1.008,4.795432921027593,8.611999,1.9045800000000008,0.7473,74.218298543365,409600,0.41,1.0,0,1,0,0
493c0a3a-5268-4b99-af06-99a0b8010378,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-323-_jpeg.rf.a493cc4f4e9f11bbfc9d52567b0ca359.jpg,mosaic-323-_jpeg.rf.a493cc4f4e9f11bbfc9d52567b0ca359.jpg,roboflow_sugarcane\train\mosaic-323-_jpeg.rf.a493cc4f4e9f11bbfc9d52567b0ca359.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,84.77,1,3,43.53,0.2259,14.19,16.47,27.23,0.6516,87.84,1.0228,4.52566371681416,9.833427,2.33985758301654,0.6516,97.63150779273734,409600,0.41,1.0,3,0,0,0
7878c526-04d6-4339-99e8-10ac3901e8a1,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-323-_jpeg.rf.fa4008e800bfd8aeb6a3947e52e92405.jpg,mosaic-323-_jpeg.rf.fa4008e800bfd8aeb6a3947e52e92405.jpg,roboflow_sugarcane\train\mosaic-323-_jpeg.rf.fa4008e800bfd8aeb6a3947e52e92405.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,37.07,1,3,44.12,0.2185,15.23,9.83,25.7,0.6419,122.7,0.946,4.327538883806039,9.64022,2.3223456196268466,0.6419,92.83602803610196,409600,0.41,1.0,0,0,0,0
e26f6f98-1e22-4d29-8471-94055394348b,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-325-_jpeg.rf.31ed999cb6efa6a7d894ffb68f72aae9.jpg,mosaic-325-_jpeg.rf.31ed999cb6efa6a7d894ffb68f72aae9.jpg,roboflow_sugarcane\train\mosaic-325-_jpeg.rf.31ed999cb6efa6a7d894ffb68f72aae9.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,36.41,1,3,45.28,0.1917,19.04,1.43,29.45,0.6349,147.78,0.8239,4.295620437956204,8.680176000000001,2.523997899068064,0.6349,116.89218136114874,409600,0.41,1.0,0,2,0,0
afc0f538-12a0-407e-beed-132ab6d0ce1e,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-325-_jpeg.rf.bed162bd6c73c76666e64d9a27ee50aa.jpg,mosaic-325-_jpeg.rf.bed162bd6c73c76666e64d9a27ee50aa.jpg,roboflow_sugarcane\train\mosaic-325-_jpeg.rf.bed162bd6c73c76666e64d9a27ee50aa.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,62.77,1,3,59.07,0.1798,15.88,16.51,33.16,0.662,134.7,1.0063,5.59366314619233,10.620785999999999,2.5222107445651725,0.662,126.14857962259593,409600,0.41,1.0,2,1,0,0
b8daa1af-e62c-4416-adfe-b1ae81cf937e,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-325-_jpeg.rf.bf311e4e8f05583c1d04d89ade785faa.jpg,mosaic-325-_jpeg.rf.bf311e4e8f05583c1d04d89ade785faa.jpg,roboflow_sugarcane\train\mosaic-325-_jpeg.rf.bf311e4e8f05583c1d04d89ade785faa.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,49.98,1,3,46.44,0.2561,18.04,-2.43,33.81,0.6655,152.49,0.7953,3.1042154566744733,11.893284,2.5264596479065333,0.6655,128.16144140393084,409600,0.41,1.0,1,2,0,0
6fd1d335-ec1f-4115-bcf6-b1f78151abdb,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-326-_jpeg.rf.0e1634b9c09324365171ddbc9b0ff8c9.jpg,mosaic-326-_jpeg.rf.0e1634b9c09324365171ddbc9b0ff8c9.jpg,roboflow_sugarcane\train\mosaic-326-_jpeg.rf.0e1634b9c09324365171ddbc9b0ff8c9.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,45.07,1,3,60.28,0.1352,20.59,13.57,27.62,0.7478,162.96,0.9298,6.872135994087214,8.149856,1.8509777094281827,0.7478,68.27457843804274,409600,0.41,1.0,0,2,0,0
228184bc-01e9-4e22-ae6d-f0aed1344c69,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-326-_jpeg.rf.ad4be250bc46f1e788a3244545db1f37.jpg,mosaic-326-_jpeg.rf.ad4be250bc46f1e788a3244545db1f37.jpg,roboflow_sugarcane\train\mosaic-326-_jpeg.rf.ad4be250bc46f1e788a3244545db1f37.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,58.74,1,3,66.45,0.2744,14.86,-14.27,20.74,0.546,105.67,0.7087,2.5817850637522772,18.23388,2.522981934140631,0.546,95.66114317015847,409600,0.41,1.0,1,0,0,0
e0700e10-9659-4b37-96e7-f4ab98121f95,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-326-_jpeg.rf.ec22bafc262c2c64b76bac76a6511ec7.jpg,mosaic-326-_jpeg.rf.ec22bafc262c2c64b76bac76a6511ec7.jpg,roboflow_sugarcane\train\mosaic-326-_jpeg.rf.ec22bafc262c2c64b76bac76a6511ec7.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,41.72,1,3,58.26,0.1862,22.58,5.94,24.95,0.5767,143.86,0.8336,4.474503488996243,10.848012,2.6138821904401133,0.5767,112.88966704428047,409600,0.41,1.0,0,1,0,0
76794d35-af27-40d4-b918-7fdba7911065,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-327-_jpeg.rf.1475587c3a2f75cd9b94fc6c82fe73a5.jpg,mosaic-327-_jpeg.rf.1475587c3a2f75cd9b94fc6c82fe73a5.jpg,roboflow_sugarcane\train\mosaic-327-_jpeg.rf.1475587c3a2f75cd9b94fc6c82fe73a5.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,47.23,1,3,54.41,0.1343,34.62,0.53,30.06,0.5814,128.92,0.6591,4.904017857142858,7.307263,2.843328253578893,0.5814,146.7555757255864,409600,0.41,1.0,1,1,0,0
f7b76919-3618-4c26-98c6-179c72ee35b7,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-327-_jpeg.rf.75c0d5481df3fe2e631c8b23612f5eac.jpg,mosaic-327-_jpeg.rf.75c0d5481df3fe2e631c8b23612f5eac.jpg,roboflow_sugarcane\train\mosaic-327-_jpeg.rf.75c0d5481df3fe2e631c8b23612f5eac.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,84.03,1,3,51.92,0.1727,18.67,-5.98,32.59,0.6714,116.59,0.7535,4.360532407407407,8.966584,2.446776760638372,0.6714,118.59080105473609,409600,0.41,1.0,3,0,0,0
2fef4ee6-c8bd-41d9-8147-3276161a74e8,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-327-_jpeg.rf.f2f47ee6172131994fa33a5250ece114.jpg,mosaic-327-_jpeg.rf.f2f47ee6172131994fa33a5250ece114.jpg,roboflow_sugarcane\train\mosaic-327-_jpeg.rf.f2f47ee6172131994fa33a5250ece114.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,32.73,1,3,58.38,0.1563,14.55,15.44,32.4,0.721,121.4,1.0089,6.45076726342711,9.124794,2.157305819766869,0.721,96.80984565158803,409600,0.41,1.0,0,0,0,0
a9021622-a7c6-4eb7-b6b1-6ecb2d1659e6,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-328-_jpeg.rf.4b836c125639266af8acdc15d8e01395.jpg,mosaic-328-_jpeg.rf.4b836c125639266af8acdc15d8e01395.jpg,roboflow_sugarcane\train\mosaic-328-_jpeg.rf.4b836c125639266af8acdc15d8e01395.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,39.68,1,3,49.07,0.1712,22.45,-12.18,24.94,0.7048,155.74,0.6537000000000001,3.816112084063048,8.400784,1.973627375570172,0.7048,69.7396808539531,409600,0.41,1.0,0,2,0,0
7f996f62-efe6-42a0-974c-6d5be5f63bd4,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-328-_jpeg.rf.c2e161e7c326c034608b632026e1e2ac.jpg,mosaic-328-_jpeg.rf.c2e161e7c326c034608b632026e1e2ac.jpg,roboflow_sugarcane\train\mosaic-328-_jpeg.rf.c2e161e7c326c034608b632026e1e2ac.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,80.98,1,3,59.81,0.1703,13.64,16.07,27.35,0.6124,97.46,1.0243,6.011150234741784,10.185643,2.550012810948212,0.6124,113.69881053054057,409600,0.41,1.0,3,0,0,0
a31fe9c5-9a73-489c-93b6-dc2a16e867de,C:\Users\ELISAALMEIDAALCANTAR\Documents\Sanidade-Vegetal\datasets\roboflow_sugarcane\train\mosaic-328-_jpeg.rf.fe7a76aa2f657e9d8d434ddfa280c0c8.jpg,mosaic-328-_jpeg.rf.fe7a76aa2f657e9d8d434ddfa280c0c8.jpg,roboflow_sugarcane\train\mosaic-328-_jpeg.rf.fe7a76aa2f657e9d8d434ddfa280c0c8.jpg,roboflow_sugarcane,train,MOSAIC,.jpg,640,640,3,RGB,59.73,1,3,55.37,0.1683,18.82,-7.26,29.12,0.746,116.13,0.7392000000000001,4.389548693586699,9.318771,1.9102884389536576,0.746,74.46800447433803,409600,0.41,1.0,1,0,0,0
